Plaats,Postcode,Gemeente,Provincie
Strype,3235-3235,Westvoorne,Zuid-Holland
Stuifakker,3235-3235,Westvoorne,Zuid-Holland
Stuifzand,7934-7934,Hoogeveen,Drenthe
Stuifzand,7938-7938,Midden-Drenthe,Drenthe
Stuivezand,4921-4921,Drimmelen,Noord-Brabant
Stuivezand,4882-4882,Zundert,Noord-Brabant
Sumar /,9262-9262,Tytsjerksteradiel,Friesland
Suameer,,,
Sumarreheide /,9262-9262,Tytsjerksteradiel,Friesland
Suameerderheide,,,
Surhuisterveen /,9231-9231,Achtkarspelen,Friesland
Surhústerfean,,,
Surhuizum /,9283-9283,Achtkarspelen,Friesland
Surhuzum,,,
Surhuizumer Mieden /,9283-9283,Achtkarspelen,Friesland
Surhuzumer Mieden,,,
Susteren,6114-6114,Echt-Susteren,Limburg
Suttum,9891-9891,Westerkwartier,Groningen
Suwâld /,9265-9265,Tytsjerksteradiel,Friesland
Suawoude,,,
Swaenwert,8636-8636,Zuidwest-Friesland,Friesland
Swalmen,6071-6071,Roermond,Limburg
Swartbroek,6005-6005,Weert,Limburg
Sweikhuizen,6174-6174,Beekdaelen,Limburg
Swichum,9087-9087,Leeuwarden,Friesland
Swier,6363-6363,Beekdaelen,Limburg
Swifterbant,8255-8255,Dronten,Flevoland
Swolgen,5866-5866,Horst aan de Maas,Limburg
Sytebuorren,9216-9216,Smallingerland,Friesland
Sythuizen /,8468-8468,De Fryske Marren,Friesland
Sythuzen,,,
Taarlo,9485-9485,Tynaarlo,Drenthe
Tappersheul,3464-3464,Oudewater,Utrecht
Onder de Molen,4698-4698,Tholen,Zeeland
Teckop,3471-3471,Woerden,Utrecht
Teeffelen,5395-5395,Oss,Noord-Brabant
Teerns /,9085-9085,Leeuwarden,Friesland
Tearns,,,
Teersdijk,6603-6603,Wijchen,Gelderland
Tegelen,5931-5932,Venlo,Limburg
Teijeburen /,9145-9145,Noordoost-Friesland,Friesland
Teyebuorren,,,
Teijlingen,2215-2215,Teylingen,Zuid-Holland
Telgt,3853-3853,Ermelo,Gelderland
Tempel,2811-2811,Bodegraven-Reeuwijk,Zuid-Holland
Ten Arlo,7921-7921,De Wolden,Drenthe
Ten Boer,9791-9791,Groningen,Groningen
Ten Have,7983-7983,Westerveld,Drenthe
Ten Post,9792-9792,Groningen,Groningen
Ten Vorsel,5531-5531,Bladel,Noord-Brabant
Ter Aalst,4911-4911,Oosterhout,Noord-Brabant
Ter Aar,2461-2461,Nieuwkoop,Zuid-Holland
Ter Aard,9487-9487,Assen,Drenthe
Ter Apel,9561-9561,Westerwolde,Groningen
Ter Apelkanaal,9563-9563,Westerwolde,Groningen
Ter Borg,9551-9551,Westerwolde,Groningen
Ter Haar,9561-9561,Westerwolde,Groningen
Ter Heijde,2684-2684,Westland,Zuid-Holland
Ter Horst,9411-9411,Midden-Drenthe,Drenthe
Ter Idzard /,8476-8476,Weststellingwerf,Friesland
Teridzert,,,
Ter Laan,9781-9781,Het Hogeland,Groningen
Ter Lucht,3155-3155,Midden-Delfland,Zuid-Holland
Ter Maarsch,9591-9591,Stadskanaal,Groningen
Ter Walslage,9551-9551,Westerwolde,Groningen
Ter Wisch,9551-9551,Westerwolde,Groningen
Ter Wupping,9591-9591,Stadskanaal,Groningen
Terband /,8449-8449,Heerenveen,Friesland
Terbant,,,
Terblijt (?),6325-6325,Valkenburg aan de Geul,Limburg
Terborg,7061-7061,Oude IJsselstreek,Gelderland
Terbregge (?),3056-3056,Rotterdam,Zuid-Holland
Terdiek,1733-1733,Hollands Kroon,Noord-Holland
Tereyken,5425-5425,Gemert-Bakel,Noord-Brabant
Tergrêft /,9178-9178,Noordoost-Friesland,Friesland
Tergracht,,,
Tergrêft /,9178-9178,Tytsjerksteradiel,Friesland
Tergracht,,,
Terhagen,6181-6181,Stein,Limburg
Terheijden,4844-4844,Drimmelen,Noord-Brabant
Terheijl,9312-9312,Noordenveld,Drenthe
Oud Kerkhof,4691-4691,Tholen,Zeeland
Terhorne /,8493-8493,De Fryske Marren,Friesland
Terherne,,,
Oud-Vossemeer,4698-4698,Tholen,Zeeland
Terhorst,6262-6262,Eijsden-Margraten,Limburg
Terkaple,8542-8542,De Fryske Marren,Friesland
Terlet,6891-6891,Rozendaal,Gelderland
Terlinden,6255-6255,Eijsden-Margraten,Limburg
Termaar,6269-6269,Eijsden-Margraten,Limburg
Termaar,6311-6311,Voerendaal,Limburg
Termoors,6311-6311,Voerendaal,Limburg
Termunten,9947-9947,Eemsdelta,Groningen
Termunterzijl,9948-9948,Eemsdelta,Groningen
Ternaard,9145-9145,Noordoost-Friesland,Friesland
Poortvliet,4693-4693,Tholen,Zeeland
Teroele,8524-8524,De Fryske Marren,Friesland
Terover,5131-5131,Alphen-Chaam,Noord-Brabant
Terpoorten,6285-6285,Gulpen-Wittem,Limburg
Terschuur,3784-3784,Barneveld,Gelderland
Tersoal,9014-9014,Zuidwest-Friesland,Friesland
Tersoal,9014-9014,Zuidwest-Friesland,Friesland
Terstraten,6361-6361,Beekdaelen,Limburg
Scherpenisse,4694-4694,Tholen,Zeeland
Tervoorst,6361-6361,Beekdaelen,Limburg
Tervoort,4854-4854,Breda,Noord-Brabant
Terwispel,8407-8407,Opsterland,Friesland
Terwisscha,8426-8426,Ooststellingwerf,Friesland
Terwolde,7396-7396,Voorst,Gelderland
Terziet,6285-6285,Gulpen-Wittem,Limburg
Teteringen,4847-4847,Breda,Noord-Brabant
Teuge,7395-7395,Voorst,Gelderland
Theetuin,5688-5688,Oirschot,Noord-Brabant
Themaat,3455-3455,Utrecht,Utrecht
Thesinge,9797-9797,Groningen,Groningen
Schoondorp,4693-4693,Tholen,Zeeland
Thorn,6017-6017,Maasgouw,Limburg
Thull,6365-6365,Beekdaelen,Limburg
Thuserhof,6044-6044,Roermond,Limburg
Tibma /,9131-9131,Noordoost-Friesland,Friesland
De Tibben,,,
Tichelwurk,9051-9051,Leeuwarden,Friesland
Tiel,4001-4007,Tiel,Gelderland
Tielse Hoeve,5271-5271,Sint-Michielsgestel,Noord-Brabant
Tiendeveen,7936-7937,Hoogeveen,Drenthe
Tiendeveen,7937-7938,Midden-Drenthe,Drenthe
Tiengeboden,6576-6576,Berg en Dal,Gelderland
Tiengemeten,3267-3284,Hoeksche Waard,Zuid-Holland
Tienhoven,3612-3612,Stichtse Vecht,Utrecht
Tienhoven aan de Lek,4235-4235,Vijfheerenlanden,Utrecht
Tienhoven,4121-4121,Vijfheerenlanden,Utrecht
Tienray,5865-5865,Horst aan de Maas,Limburg
Tiggelt,4891-4891,Zundert,Noord-Brabant
Tiggeltscheberg,4891-4891,Zundert,Noord-Brabant
Tijnje /,8406-8406,Opsterland,Friesland
De Tynje,,,
Tilburen /,9125-9125,Noordoost-Friesland,Friesland
Tilbuorren,,,
Tilburg,5001-5049,Tilburg,Noord-Brabant
Tilligte,7634-7634,Dinkelland,Overijssel
Timmereind,5581-5581,Waalre,Noord-Brabant
Tinallinge,9954-9954,Het Hogeland,Groningen
Tinte,3234-3234,Westvoorne,Zuid-Holland
Tirns /,8632-8632,Zuidwest-Friesland,Friesland
Turns,,,
Tjaard,9088-9088,Leeuwarden,Friesland
Tjalhuizum /,8772-8772,Zuidwest-Friesland,Friesland
Tsjalhuzum,,,
Tjabbesstreek,9697-9697,Westerwolde,Groningen
Tjalleberd /,8458-8458,Heerenveen,Friesland
Tsjalbert,,,
Tjamsweer,9901-9901,Eemsdelta,Groningen
Tjeintgum /,9022-9022,Leeuwarden,Friesland
Tsjeintgum,,,
Tjeppenboer,8842-8842,Waadhoeke,Friesland
Tjerkgaast /,8522-8522,De Fryske Marren,Friesland
Tsjerkgaast,,,
Tjerkwerd /,8765-8765,Zuidwest-Friesland,Friesland
Tsjerkwert,,,
Tjoene,7431-7431,Deventer,Overijssel
Tjuchem,9939-9939,Midden-Groningen,Groningen
Tolbert,9356-9356,Westerkwartier,Groningen
Toldijk,7227-7227,Bronckhorst,Gelderland
Tolkamer,6916-6916,Zevenaar,Gelderland
Tollebeek,8309-8309,Noordoostpolder,Flevoland
Tommel,5111-5111,Baarle-Nassau,Noord-Brabant
Tonden,6975-6975,Brummen,Gelderland
Tongeren,5282-5282,Boxtel,Noord-Brabant
Tongeren,8162-8162,Epe,Gelderland
Tongerlo,5975-5975,Horst aan de Maas,Limburg
Tongerlo,5993-5993,Peel en Maas,Limburg
Tonnekreek,4791-4791,Moerdijk,Noord-Brabant
Tonsel,3851-3851,Ermelo,Gelderland
Toom,6021-6021,Cranendonck,Noord-Brabant
Toornwerd,9994-9994,Eemsdelta,Groningen
Topweer,9865-9865,Westerkwartier,Groningen
Torenveen,9511-9511,Aa en Hunze,Drenthe
Toterfout,5507-5507,Veldhoven,Noord-Brabant
Toven,5447-5447,Land van Cuijk,Noord-Brabant
Sint-Annaland,4697-4698,Tholen,Zeeland
Tranendal,9678-9678,Oldambt,Groningen
Tregelaar,5688-5688,Oirschot,Noord-Brabant
Trent,5411-5411,Maashorst,Noord-Brabant
Tricht,4196-4196,West Betuwe,Gelderland
Triemen /,9296-9296,Noordoost-Friesland,Friesland
De Trieme,,,
Trijehuzen,8734-8734,Zuidwest-Friesland,Friesland
Trimpert,5731-5731,Geldrop-Mierlo,Noord-Brabant
Trintelen,6287-6287,Gulpen-Wittem,Limburg
Tripscompagnie,9633-9633,Midden-Groningen,Groningen
Tripscompagnie,9631-9631,Veendam,Groningen
Tritzum /,8804-8804,Waadhoeke,Friesland
Tritsum,,,
Tronde,8424-8424,Ooststellingwerf,Friesland
Trophorne,8581-8581,De Fryske Marren,Friesland
Trutjeshoek (?),8278-8278,Kampen,Overijssel
Trutjeshoek,8097-8097,Oldebroek,Gelderland
Tsienzerbuorren,9012-9012,Leeuwarden,Friesland
Tsjerkebuorren,9021-9021,Zuidwest-Friesland,Friesland
Tubbergen,7651-7651,Tubbergen,Overijssel
Tuil,4176-4176,West Betuwe,Gelderland
Tuindorp,5856-5856,Bergen,Limburg
Tuitjenhorn,1747-1747,Schagen,Noord-Holland
Tuk,8334-8334,Steenwijkerland,Overijssel
Tull en 't Waal,3999-3999,Houten,Utrecht
Tungelroy,6005-6005,Weert,Limburg
Sint-Annaland,4697-4697,Tholen,Zeeland
Turkeye (?),,,
Tusschen de Bruggen,6063-6063,Roerdalen,Limburg
Tusschenloegen,9636-9636,Midden-Groningen,Groningen
Tussenklappen,9649-9649,Midden-Groningen,Groningen
Tussenlanen,2861-2861,Krimpenerwaard,Zuid-Holland
Tusveld,7627-7627,Almelo,Overijssel
Tuuthees,5821-5827,Land van Cuijk,Noord-Brabant
Tweede Dwarsdiep,9515-9515,Aa en Hunze,Drenthe
Tweede Tol,3316-3316,Dordrecht,Zuid-Holland
Tweehuizen,9909-9909,Eemsdelta,Groningen
Tweesluizen,4016-4016,Buren,Gelderland
Twekkelo,7547-7547,Enschede,Overijssel
Twello,7391-7391,Voorst,Gelderland
Twijzel /,9286-9286,Achtkarspelen,Friesland
Twizel,,,
Twijzelerheide /,9287-9287,Achtkarspelen,Friesland
Twizelerheide,,,
Twisk,1676-1676,Medemblik,Noord-Holland
Tynaarlo,9482-9482,Tynaarlo,Drenthe
Tytsjerk /,9255-9255,Tytsjerksteradiel,Friesland
Tietjerk,,,
Tzum /,8804-8804,Waadhoeke,Friesland
Tsjom,,,
Tzummarum /,8851-8851,Waadhoeke,Friesland
Tsjummearum,,,
Ubach over Worms,6374-6374,Landgraaf,Limburg
Ubachsberg,6367-6367,Voerendaal,Limburg
Ubbena,9492-9492,Assen,Drenthe
Ubbergen,6574-6574,Berg en Dal,Gelderland
Ubroek,5928-5928,Venlo,Limburg
Uddel,3888-3888,Apeldoorn,Gelderland
Uden,5401-5406,Maashorst,Noord-Brabant
Udenhout,5071-5071,Tilburg,Noord-Brabant
Uffelsen,6012-6012,Leudal,Limburg
Uffelte,7975-7975,Westerveld,Drenthe
Ugchelen,7339-7339,Apeldoorn,Gelderland
Uilesprong /,8406-8406,Opsterland,Friesland
De Ulesprong,,,
Uitdam,1154-1154,Waterland,Noord-Holland
Uiteinde,9905-9905,Eemsdelta,Groningen
Uiteinde,9216-9216,Smallingerland,Friesland
Uiterburen,9636-9636,Midden-Groningen,Groningen
Uitgeest,1911-1911,Uitgeest,Noord-Holland
Uithoorn,1421-1423,Uithoorn,Noord-Holland
Uithuizen,9981-9981,Het Hogeland,Groningen
Uithuizermeeden,9982-9982,Het Hogeland,Groningen
Uitweg,3412-3412,Lopik,Utrecht
Uitwellingerga /,8624-8624,Zuidwest-Friesland,Friesland
Twellingea,,,
Uitwierde,9931-9931,Eemsdelta,Groningen
Uitwijk,4288-4288,Altena,Noord-Brabant
Ulestraten,6235-6235,Meerssen,Limburg
Ulft,7071-7071,Oude IJsselstreek,Gelderland
Ulfterhoek,5975-5975,Horst aan de Maas,Limburg
Ulicoten,5113-5113,Baarle-Nassau,Noord-Brabant
Ullingen,5846-5846,Land van Cuijk,Noord-Brabant
Ulrum,9971-9971,Het Hogeland,Groningen
Ulsda,9686-9686,Oldambt,Groningen
Ulvend,6255-6255,Eijsden-Margraten,Limburg
Ulvenhout,4851-4851,Breda,Noord-Brabant
Ulvenhout AC,4858-4858,Alphen-Chaam,Noord-Brabant
Ungabuurt,8871-8871,Harlingen,Friesland
Uppel,4286-4286,Altena,Noord-Brabant
Ureterp /,9247-9247,Opsterland,Friesland
Oerterp,,,
Urk,8321-8322,Urk,Flevoland
Urkhoven,5641-5641,Eindhoven,Noord-Brabant
Urmond,6129-6129,Stein,Limburg
Ursem,1646-1646,Alkmaar,Noord-Holland
“Ursem gem. S”,1646-1646,Alkmaar,Noord-Holland
Ursem,1645-1645,Koggenland,Noord-Holland
Usquert,9988-9988,Het Hogeland,Groningen
Usselo,7548-7548,Enschede,Overijssel
Utrecht,3511-3585,Utrecht,Utrecht
Vaals,6291-6291,Vaals,Limburg
Vaareind,4839-4839,Breda,Noord-Brabant
Vaarle,5674-5674,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
Vaars(ch)e Hoef (?),5715-5715,Someren,Noord-Brabant
Vaart,5106-5106,Dongen,Noord-Brabant
Sint-Maartensdijk,4695-4695,Tholen,Zeeland
Vaassen,8171-8172,Epe,Gelderland
Vaesrade,6361-6361,Beekdaelen,Limburg
Sint-Philipsland,4675-4675,Tholen,Zeeland
Valburg,6675-6675,Overbetuwe,Gelderland
Sluis,4675-4675,Tholen,Zeeland
Valenberg,6611-6611,Heumen,Gelderland
Valkenburg,2235-2235,Katwijk,Zuid-Holland
Valkenburg,6301-6301,Valkenburg aan de Geul,Limburg
Valkenheide,3953-3953,Utrechtse Heuvelrug,Utrecht
Valkenswaard,5551-5555,Valkenswaard,Noord-Brabant
Valom,9981-9982,Het Hogeland,Groningen
Valsteeg,7751-7751,Coevorden,Drenthe
Valthe,7872-7872,Borger-Odoorn,Drenthe
Valtherblokken,7876-7876,Borger-Odoorn,Drenthe
Valthermond,7876-7876,Borger-Odoorn,Drenthe
Valthermussel,7877-7877,Borger-Odoorn,Drenthe
Van Ewijcksluis,1761-1761,Hollands Kroon,Noord-Holland
Varik,4064-4064,West Betuwe,Gelderland
Varsen,7731-7731,Ommen,Overijssel
Varssel,7255-7255,Bronckhorst,Gelderland
Varsselder,7076-7076,Oude IJsselstreek,Gelderland
Varsseveld,7051-7051,Oude IJsselstreek,Gelderland
Vasse,7661-7661,Tubbergen,Overijssel
Stavenisse,4696-4696,Tholen,Zeeland
Vechten,3981-3981,Bunnik,Utrecht
Veecaten,8275-8275,Kampen,Overijssel
Veele,9541-9541,Westerwolde,Groningen
Veelerveen,9566-9566,Westerwolde,Groningen
Veen,4264-4264,Altena,Noord-Brabant
Veendam,9641-9646,Veendam,Groningen
Veendijk,7971-7971,Westerveld,Drenthe
Veenendaal,3901-3907,Veenendaal,Utrecht
Veenhof,9461-9461,Aa en Hunze,Drenthe
Veenhuizen,7751-7751,Coevorden,Drenthe
Veenhuizen,9635-9635,Midden-Groningen,Groningen
Veenhuizen,9341-9341,Noordenveld,Drenthe
Veenhuizen,9591-9591,Stadskanaal,Groningen
Veenhuizen,7983-7983,Westerveld,Drenthe
Veenhuizerveld,3881-3881,Putten,Gelderland
Veeningen,7924-7924,De Wolden,Drenthe
Veenklooster /,9297-9297,Noordoost-Friesland,Friesland
Feankleaster,,,
Veenoord,7844-7844,Emmen,Drenthe
Steenenkruis,4691-4691,Tholen,Zeeland
Veerste(r) Veldhuis,9551-9551,Westerwolde,Groningen
Veessen,8194-8194,Heerde,Gelderland
Vegelinsoord /,8467-8467,De Fryske Marren,Friesland
Vegelinsoard,,,
Veghel,5461-5467,Meierijstad,Noord-Brabant
Veld,5944-5944,Venlo,Limburg
Veldbraak,5111-5111,Baarle-Nassau,Noord-Brabant
Velddijk,6627-6627,West Maas en Waal,Gelderland
Velddriel,5334-5334,Maasdriel,Gelderland
Velden,5941-5941,Venlo,Limburg
Veldhoek,7261-7261,Bronckhorst,Gelderland
Veldhoven,5501-5509,Veldhoven,Noord-Brabant
Veldhuis,1678-1678,Medemblik,Noord-Holland
Veldhuizen,3454-3454,Utrecht,Utrecht
Veldhuizen,7983-7983,Westerveld,Drenthe
Veldhunten,7076-7076,Oude IJsselstreek,Gelderland
Veld-Oostenrijk,5961-5961,Horst aan de Maas,Limburg
Veldschuur,6171-6171,Stein,Limburg
Veldstreek,9354-9354,Westerkwartier,Groningen
Veldwijk,7251-7251,Bronckhorst,Gelderland
Strijenham,4693-4693,Tholen,Zeeland
Tholen,4691-4691,Tholen,Zeeland
Velp,5363-5363,Land van Cuijk,Noord-Brabant
Velp,6881-6883,Rheden,Gelderland
Velsen-Noord,1951-1951,Velsen,Noord-Holland
Velsen-Zuid,1981-1981,Velsen,Noord-Holland
Velserbroek,1991-1992,Velsen,Noord-Holland
Velswijk,7021-7021,Bronckhorst,Gelderland
Veluwe,6624-6624,Maasdriel,Gelderland
Vemde,8161-8161,Epe,Gelderland
Ven /,5461-5461,Meierijstad,Noord-Brabant
Het /,,,
't Ven (?),,,
Ven,5761-5761,Gemert-Bakel,Noord-Brabant
Ven,5591-5591,Heeze-Leende,Noord-Brabant
Venbergen,5556-5556,Valkenswaard,Noord-Brabant
Venebrugge,7792-7792,Hardenberg,Overijssel
Veneburen,8423-8423,Ooststellingwerf,Friesland
Veneind,5512-5512,Eersel,Noord-Brabant
Venekoten /,8431-8431,Ooststellingwerf,Friesland
Fenekoaten,,,
Venhorst,5428-5428,Boekel,Noord-Brabant
Venhuizen,1606-1606,Drechterland,Noord-Holland
Venlo,5901-5928,Venlo,Limburg
Venne,6086-6086,Leudal,Limburg
Venray,5801-5804,Venray,Limburg
Venweg,5131-5131,Alphen-Chaam,Noord-Brabant
Ven-Zelderheide,6599-6599,Gennep,Limburg
Vergelt,5991-5991,Peel en Maas,Limburg
Verhoven,5126-5126,Gilze en Rijen,Noord-Brabant
Verloren Hoek,4841-4841,Breda,Noord-Brabant
Verlorenhoek,5446-5446,Land van Cuijk,Noord-Brabant
Vernhout,5492-5492,Meierijstad,Noord-Brabant
Vessem,5512-5512,Eersel,Noord-Brabant
Vestjenshoek,6095-6095,Leudal,Limburg
Vethuizen,7046-7046,Montferland,Gelderland
Vetterik,4661-4661,Bergen op Zoom,Noord-Brabant
Veulen,5814-5814,Venray,Limburg
Vianen,5434-5434,Land van Cuijk,Noord-Brabant
“Vianen NB”,5434-5434,Land van Cuijk,Noord-Brabant
Vianen,4131-4133,Vijfheerenlanden,Utrecht
Viel,6456-6456,Beekdaelen,Limburg
Vierakker,7233-7233,Bronckhorst,Gelderland
Vierbannen,4273-4273,Altena,Noord-Brabant
Vierhouten,8076-8076,Nunspeet,Gelderland
Vierhuis,8919-8919,Leeuwarden,Friesland
Vierhuis /,8507-8507,De Fryske Marren,Friesland
Fjouwerhûs,,,
Vierhuizen,9975-9975,Het Hogeland,Groningen
Vierhuizen,9909-9909,Eemsdelta,Groningen
Vierhuizen,8758-8758,Zuidwest-Friesland,Friesland
Vierlingsbeek,5821-5821,Land van Cuijk,Noord-Brabant
Vierpolders,3237-3237,Brielle,Zuid-Holland
Vieruitersten,5768-5768,Peel en Maas,Limburg
Vierverlaten,9744-9744,Groningen,Groningen
Vijcie,4254-4254,Altena,Noord-Brabant
Westkerke,4694-4694,Tholen,Zeeland
Vijfhoek,4725-4726,Roosendaal,Noord-Brabant
Vijfhuis /,8774-8774,Zuidwest-Friesland,Friesland
Fijfhûs,,,
Vijfhuizen,5133-5133,Goirle,Noord-Brabant
Vijfhuizen,2141-2141,Haarlemmermeer,Noord-Holland
Vijfhuizen,9078-9078,Waadhoeke,Friesland
Vijfhuizen,4909-4909,Oosterhout,Noord-Brabant
Vijfhuizen,5011-5011,Tilburg,Noord-Brabant
Vijfhuizen /,9145-9145,Noordoost-Friesland,Friesland
Fiifhuzen,,,
Vijlen,6294-6294,Vaals,Limburg
Vilgert,5941-5941,Venlo,Limburg
Vilsteren,7734-7734,Ommen,Overijssel
Vilt,6325-6325,Valkenburg aan de Geul,Limburg
Vink,6363-6363,Beekdaelen,Limburg
Vinke(n)kade,3645-3645,De Ronde Venen,Utrecht
Vinkega /,8393-8393,Weststellingwerf,Friesland
Finkegea,,,
Vinkel,5381-5383,'s-Hertogenbosch,Noord-Brabant
Vinkel,5384-5384,Bernheze,Noord-Brabant
Vinkenberg,5066-5066,Oisterwijk,Noord-Brabant
Vinkenbroek,4703-4703,Roosendaal,Noord-Brabant
Vinkenbuurt,7739-7739,Ommen,Overijssel
Vinkepas,5975-5975,Horst aan de Maas,Limburg
Vinkeveen,3645-3645,De Ronde Venen,Utrecht
Vinkwijk,7038-7038,Montferland,Gelderland
Visberg,4756-4756,Steenbergen,Noord-Brabant
Visbuurt /,9145-9145,Noordoost-Friesland,Friesland
Fiskbuorren,,,
Visdonk,4707-4707,Roosendaal,Noord-Brabant
Visschershoek,3253-3253,Goeree-Overflakkee,Zuid-Holland
Visser(s)weert,6116-6116,Echt-Susteren,Limburg
Vissersburen /,8611-8611,Zuidwest-Friesland,Friesland
Fiskersbuorren,,,
Visvliet,9845-9845,Westerkwartier,Groningen
Vlaardingen,3131-3139,Vlaardingen,Zuid-Holland
Vlaas,6086-6086,Leudal,Limburg
Vlagberg,5845-5845,Land van Cuijk,Noord-Brabant
Vlagtwedde,9541-9541,Westerwolde,Groningen
Vlagtwedder-Veldhuis,9541-9541,Westerwolde,Groningen
Aagtekerke,4363-4363,Veere,Zeeland
Vlas,5712-5712,Someren,Noord-Brabant
Vledder,8381-8381,Westerveld,Drenthe
Vledderhuizen,9591-9591,Stadskanaal,Groningen
Vledderveen,9585-9585,Stadskanaal,Groningen
Vledderveen,8385-8385,Westerveld,Drenthe
Vleet,4725-4725,Roosendaal,Noord-Brabant
Vlengendaal,6351-6351,Simpelveld,Limburg
(De ?) Vleut,5681-5681,Best,Noord-Brabant
Vleuten,3451-3452,Utrecht,Utrecht
Vliegert,5985-5985,Peel en Maas,Limburg
Vlieghuis,7742-7742,Coevorden,Drenthe
Vlieland,2641-2641,Pijnacker-Nootdorp,Zuid-Holland
Vlieland /,8899-8899,Vlieland,Friesland
Flylân,,,
Vlierden,5756-5756,Deurne,Noord-Brabant
Vliet,3421-3421,Oudewater,Utrecht
Vlijmen,5251-5252,Heusden,Noord-Brabant
Biggekerke,4373-4373,Veere,Zeeland
Vlist,2855-2855,Krimpenerwaard,Zuid-Holland
Vlodrop,6063-6063,Roerdalen,Limburg
Vloeieind,5756-5756,Deurne,Noord-Brabant
Vloeieind,5095-5095,Reusel-De Mierden,Noord-Brabant
Vloet,5408-5408,Maashorst,Noord-Brabant
Vlootkant,6039-6039,Weert,Limburg
Voederheil,5411-5411,Maashorst,Noord-Brabant
Voerendaal,6367-6367,Voerendaal,Limburg
Vogelenzang,2114-2114,Bloemendaal,Noord-Holland
Boudewijnskerke,4374-4374,Veere,Zeeland
Vogelswerf,4211-4211,West Betuwe,Gelderland
Buttinge,4364-4364,Veere,Zeeland
Vogelzang,6611-6611,Heumen,Gelderland
De Zandput,4374-4374,Veere,Zeeland
Volendam,1131-1132,Edam-Volendam,Noord-Holland
Volkel,5408-5408,Maashorst,Noord-Brabant
Vollenhove,8325-8325,Steenwijkerland,Overijssel
Volthe,7596-7596,Dinkelland,Overijssel
Vondelingenplaat,3196-3196,Rotterdam,Zuid-Holland
“Vondelingenplaat Rotterdam”,3196-3196,Rotterdam,Zuid-Holland
Voorburg,2271-2275,Leidschendam-Voorburg,Zuid-Holland
Voordeldonk,5721-5721,Asten,Noord-Brabant
Voordijk,5251-5251,Heusden,Noord-Brabant
Vooreind,5096-5096,Reusel-De Mierden,Noord-Brabant
Voorhout,2215-2215,Teylingen,Zuid-Holland
Voorne,6624-6624,Maasdriel,Gelderland
Voorrijp /,8857-8857,Harlingen,Friesland
Foarryp,,,
Voorschoten,2251-2254,Voorschoten,Zuid-Holland
Voorst,7083-7083,Oude IJsselstreek,Gelderland
Voorst,6061-6061,Roerdalen,Limburg
Voorst,7383-7383,Voorst,Gelderland
Voorste Beersdonk,5756-5756,Deurne,Noord-Brabant
Voorste Brug,5556-5556,Valkenswaard,Noord-Brabant
Voorste Diesdonk,5724-5724,Asten,Noord-Brabant
Voorste Heikant,5541-5541,Reusel-De Mierden,Noord-Brabant
Voorsterveld,6061-6061,Roerdalen,Limburg
Voorstonden,6971-6971,Brummen,Gelderland
Voort,5561-5561,Bergeijk,Noord-Brabant
Voort,5752-5752,Deurne,Noord-Brabant
Voorteind,5091-5091,Oirschot,Noord-Brabant
Voorthuizen,3781-3781,Barneveld,Gelderland
Voortje,5731-5731,Geldrop-Mierlo,Noord-Brabant
Voorweg,2391-2391,Alphen aan den Rijn,Zuid-Holland
Vorchten,8193-8193,Heerde,Gelderland
Vorden,7251-7251,Bronckhorst,Gelderland
Vorstenbosch,5476-5476,Bernheze,Noord-Brabant
Vortum-Mullem,5827-5827,Land van Cuijk,Noord-Brabant
Vosberg,5891-5981,Peel en Maas,Limburg
Voske,5111-5111,Baarle-Nassau,Noord-Brabant
Voskuil,8094-8094,Oldebroek,Gelderland
Voskuilen,3931-3931,Woudenberg,Utrecht
Vossebelt,7751-7751,Coevorden,Drenthe
Vosseberg,9585-9585,Stadskanaal,Groningen
Vosseburen,8408-8408,Opsterland,Friesland
Vosselen,5721-5721,Asten,Noord-Brabant
Vossenberg,5424-5424,Gemert-Bakel,Noord-Brabant
Vossenberg,5126-5126,Gilze en Rijen,Noord-Brabant
Vossenpels,6681-6681,Lingewaard,Gelderland
Vossenpels,6663-6663,Nijmegen,Gelderland
Voulwames,6241-6241,Meerssen,Limburg
Vrachelen,4911-4911,Oosterhout,Noord-Brabant
Vragender,7134-7134,Oost Gelre,Gelderland
Vredenheim,9445-9445,Aa en Hunze,Drenthe
Vredepeel,5816-5816,Venray,Limburg
Vreeland,3633-3633,Stichtse Vecht,Utrecht
Vreewijk,5753-5753,Deurne,Noord-Brabant
Vries,9481-9481,Tynaarlo,Drenthe
Vriescheloo,9699-9699,Westerwolde,Groningen
Vriezekoop,2451-2451,Kaag en Braassem,Zuid-Holland
Vriezenveen,7671-7672,Twenterand,Overijssel
Vrij,5853-5853,Bergen,Limburg
Vrijhoeve,5161-5161,Waalwijk,Noord-Brabant
Vrijhoeven,2461-2461,Nieuwkoop,Zuid-Holland
Vrilkhoven,5298-5298,Boxtel,Noord-Brabant
Vroelen,6255-6255,Eijsden-Margraten,Limburg
Vroenhout,4703-4703,Roosendaal,Noord-Brabant
Vroomshoop,7681-7681,Twenterand,Overijssel
Vrouwbuurtstermolen,9071-9071,Leeuwarden,Friesland
Vrouwenakker,1428-1428,Nieuwkoop,Zuid-Holland
Vrouwenparochie /,9077-9077,Waadhoeke,Friesland
